1.404617801457145765e+00,1.039049578381334129e+02
1.305288167060709270e+00,1.038226721372661530e+02
1.399521700052428486e+00,1.036788988169426631e+02
1.315532643739481200e+00,1.039144501566596830e+02
1.401516715795648516e+00,1.039010388169357242e+02
1.328804267665689043e+00,1.037199087092098324e+02
1.346685229487354585e+00,1.037406395460794073e+02
1.342017011164929663e+00,1.039161187804831599e+02
1.334961317812984882e+00,1.039542760696251946e+02
1.339734942647814675e+00,1.039339379491486426e+02
1.284724741981915663e+00,1.038512324130739302e+02
1.382926495933577415e+00,1.038407342784456660e+02
1.317748466253095829e+00,1.038082527002011375e+02
1.365908075537211719e+00,1.039132288207252088e+02
1.341733728146196292e+00,1.037523953792530875e+02
1.319015391141509452e+00,1.038095179890223392e+02
1.379868847178304270e+00,1.039661621563787861e+02
1.342108468253021547e+00,1.038431966037510819e+02
1.378684536159896945e+00,1.038722324485085693e+02
1.361316083346213901e+00,1.039213846666130223e+02
1.397968202306101304e+00,1.037769030782213378e+02
1.355538077540672903e+00,1.039653348133174831e+02
1.350136128447359196e+00,1.039197690183782754e+02
1.422338444284025893e+00,1.037943751578657867e+02
1.438926930560799455e+00,1.038205646485544804e+02
1.367326589265507986e+00,1.037743190323300837e+02
1.346881004180100483e+00,1.038177301835666526e+02
1.297177458099961767e+00,1.038476265453707441e+02
1.389174701504556797e+00,1.038898816332130650e+02
1.363619699698330967e+00,1.039715832877575536e+02
1.359088946140208476e+00,1.038740862407823187e+02
1.385245172343882780e+00,1.037593074768393393e+02
1.287337830574044828e+00,1.038287650994910649e+02
1.285188970549831167e+00,1.037957705427755997e+02
1.299714106794603863e+00,1.039100449063564611e+02
1.363646708398613017e+00,1.039155354821163968e+02
1.320070831650282939e+00,1.039368791208874541e+02
1.339350169831159398e+00,1.036964003905924159e+02
1.313388862599297324e+00,1.039687521055333121e+02
1.320418777096044272e+00,1.038309180019440987e+02
1.316810409065499954e+00,1.036568228599807924e+02
1.371055785258171955e+00,1.038370403629833447e+02
1.317904804268515973e+00,1.038690514267360641e+02
1.336711507953899147e+00,1.037314236879275740e+02
1.337083977700419313e+00,1.038586638468810719e+02
1.302127396714349183e+00,1.038621604752341909e+02
1.402257773068295688e+00,1.037560421315475452e+02
1.439988242122736128e+00,1.038284980107942914e+02
1.302047716801931543e+00,1.038891545193206838e+02
1.321366346594142760e+00,1.038822136348232164e+02
1.353633828329294131e+00,1.037044682206946078e+02
1.320620102569550758e+00,1.039253755373453600e+02
1.450625684599175846e+00,1.037916166420640849e+02
1.453571771400578916e+00,1.037905566331152158e+02
1.342123813130478904e+00,1.037166305149191032e+02
1.301659322413827313e+00,1.037899277306915877e+02
1.368617229722738582e+00,1.038440041105058640e+02
1.334891690936597763e+00,1.039230654533436677e+02
1.283858268225298138e+00,1.038254691253381736e+02
1.373751453632161335e+00,1.037716128286869406e+02
1.337739784423643608e+00,1.038422384404147465e+02
1.372606714056347599e+00,1.039408966837835919e+02
1.270339775549107708e+00,1.038389549216943237e+02
1.354789367857754945e+00,1.037500611153724037e+02
1.356871434937984455e+00,1.037351129326567332e+02
1.382411489139536931e+00,1.039026166935657187e+02
1.374053610047412999e+00,1.037595525403991843e+02
1.325362856461690608e+00,1.038113063019297044e+02
1.367914566588521508e+00,1.038564472103019938e+02
1.342830420705652505e+00,1.038345680434941869e+02
1.305675048693456519e+00,1.039319893420045702e+02
1.291960398206962291e+00,1.038749479129975839e+02
1.357913584236535076e+00,1.038922834542077140e+02
1.305229963576184815e+00,1.037681235777200754e+02
1.443048166333848803e+00,1.037759546386498357e+02
1.317599969250744962e+00,1.038975881702240400e+02
1.276649488046849523e+00,1.038296042676917779e+02
1.314845447894994690e+00,1.039056734219774398e+02
1.286346613404829142e+00,1.038409876186013179e+02
1.394177247682182541e+00,1.038504278209099425e+02
1.342600690048246781e+00,1.037478188723568309e+02
1.387232880541570568e+00,1.038976332860966636e+02
1.352105644246174743e+00,1.037244238806451619e+02
1.366899585805766648e+00,1.039360513861659996e+02
1.318258086584083166e+00,1.039187599830287922e+02
1.436034767134239942e+00,1.038044032416630813e+02
1.447199894534430875e+00,1.037836818929564231e+02
1.339233917853477784e+00,1.037353564058452235e+02
1.297752547582319949e+00,1.038862677199042537e+02
1.272692981550238800e+00,1.038629251132459359e+02
1.323715420110090024e+00,1.038361802201232535e+02
1.314083734824126104e+00,1.038431543866045672e+02
1.311752838109461639e+00,1.037766937005254704e+02
1.349821811570614871e+00,1.037372137559778196e+02
1.355244053489389255e+00,1.038675592195238266e+02
1.439266411055180050e+00,1.038063097994160415e+02
1.328224476171591339e+00,1.038719307964021681e+02
1.354685461883341047e+00,1.037302553814404860e+02
1.319892748122597714e+00,1.039248558128945348e+02
1.317201105897777946e+00,1.038898821611732330e+02
1.357128244668523109e+00,1.037248086956481501e+02
1.392210230335579890e+00,1.038595065044211765e+02
1.286874658563101903e+00,1.037951051535861211e+02
1.352400926881656140e+00,1.039498882037460135e+02
1.338480419937462917e+00,1.037589989036831071e+02
1.375638205403625802e+00,1.037641428540581927e+02
1.330050985227387850e+00,1.038765074089329374e+02
1.343287014680053293e+00,1.039213466881229522e+02
1.392408487177339005e+00,1.037460704812141188e+02
1.410370990991859141e+00,1.039207714415518069e+02
1.281051590286796271e+00,1.038228200627325606e+02
1.451662596715146858e+00,1.038155082349858702e+02
1.352949236544968459e+00,1.038584132559608264e+02
1.347507507202616139e+00,1.039325516787746437e+02
1.447388058873606109e+00,1.037984182339557577e+02
1.307073702691314843e+00,1.039157727065959875e+02
1.291605375890502172e+00,1.038169501855485919e+02
1.306076837418124414e+00,1.038906760087123757e+02
1.375266357907115822e+00,1.037573377644738315e+02
1.300851253175471012e+00,1.037888825811822784e+02
1.336408987934012638e+00,1.038623206303611255e+02
1.351124253112290008e+00,1.037521816284611020e+02
1.364432345656881651e+00,1.039776383258288774e+02
1.428637190635753562e+00,1.038341725720243716e+02
1.377660780076377378e+00,1.037544146661791302e+02
1.342105721871384771e+00,1.038691082780767374e+02
1.378638012682589897e+00,1.039234865890030051e+02
1.350880418570608255e+00,1.039570603599823073e+02
1.334883205626574032e+00,1.037296992880786775e+02
1.261665595580424792e+00,1.038117476633852334e+02
1.380648993929217028e+00,1.038408750383298127e+02
1.383627006403608251e+00,1.037522318445929272e+02
1.314030611966392037e+00,1.039241351294287483e+02
1.391579871534502910e+00,1.038480745303998560e+02
1.392376006157694190e+00,1.037548240157587003e+02
1.339362880100833486e+00,1.037108669391280245e+02
1.326857527957974403e+00,1.037784531987085472e+02
1.370049637298660805e+00,1.038744791952129418e+02
1.351720955056837425e+00,1.036877598528080000e+02
1.272105411674554931e+00,1.038216186589009311e+02
1.346652636447448925e+00,1.039811619796515600e+02
1.330475273898947375e+00,1.037454101650945546e+02
1.305353745442105362e+00,1.037918194559872944e+02
1.401099379489896934e+00,1.037088759769264072e+02
1.345044272638916683e+00,1.038781231303801746e+02
1.352677189284434922e+00,1.038329304416558898e+02
1.338422577867204533e+00,1.037126848547408713e+02
1.452304556554478099e+00,1.038093715592217166e+02
1.327647266531625014e+00,1.039415669456850395e+02
1.379701445937196125e+00,1.039372239130953233e+02
1.344947765950177843e+00,1.039596664961213577e+02
1.365380260307709648e+00,1.039696064258327937e+02
1.382571112428532034e+00,1.037704472188975444e+02
1.272176514109155221e+00,1.038091776268273065e+02
1.442897661962622813e+00,1.038636511121967203e+02
1.346413406639883847e+00,1.038064629401411310e+02
1.329689831557145485e+00,1.037557134512083081e+02
1.444442730496156679e+00,1.037946259882909033e+02
1.382157147942294273e+00,1.037536962182472564e+02
1.439602107849884627e+00,1.038058089897112097e+02
1.301381843174791442e+00,1.038900310653829138e+02
1.276652548121805397e+00,1.038237196897335082e+02
1.300224920913616522e+00,1.038010616961984880e+02
1.351042863271155303e+00,1.038509096988809546e+02
1.377007623674682657e+00,1.038847378300823152e+02
1.397353353764773098e+00,1.039378283031082617e+02
1.376923907985952544e+00,1.037352173182964634e+02
1.282070743532164103e+00,1.038303255863217771e+02
1.449377951349445803e+00,1.037982828164407891e+02
1.311732263044765867e+00,1.038786415983384330e+02
1.316133866656936435e+00,1.037658614092153329e+02
1.297963216799328467e+00,1.037983631119102768e+02
1.329574575903656575e+00,1.039313147566601998e+02
1.358931903050122791e+00,1.038872183071625983e+02
1.268882032946171634e+00,1.038015255834328059e+02
1.357672951549518503e+00,1.038619691281925270e+02
1.364241425233554184e+00,1.038211546616928302e+02
1.334897282873573232e+00,1.039101231083513284e+02
1.318598378327432208e+00,1.039493463819981542e+02
1.332727473218352721e+00,1.039524978768596668e+02
1.358365162673282445e+00,1.039681563392302337e+02
1.440005506832207294e+00,1.037887758575689361e+02
1.340410323107412482e+00,1.036880149483324800e+02
1.315620553737699483e+00,1.039344876692798749e+02
1.341256971494781070e+00,1.037685689426612043e+02
1.328173153420115327e+00,1.039395473680094284e+02
1.334614631687319086e+00,1.038550446769879727e+02
1.344851832689899496e+00,1.036991058523772296e+02
1.337301039986698470e+00,1.039127213287287503e+02
1.338022825351649070e+00,1.037629080006705777e+02
1.252634811489393263e+00,1.038236123296133684e+02
1.337662102677489306e+00,1.039161449706738267e+02
1.267948028667071902e+00,1.038361624463173172e+02
